order_id,customer_id,order_date,order_status,total_amount
116,1188,08-11-2023,Completed,238.5
117,2688,08-10-2023,Completed,457.13
118,2432,10-02-2023,Cancelled,586.09
119,3272,23-06-2023,Pending,790.62
120,1894,28-12-2023,Completed,121.8
121,6645,27-08-2023,Pending,640.53
122,123,27-02-2023,Completed,492.97
123,6074,18-04-2023,Cancelled,397.99
124,4600,05-08-2023,Pending,159.29
125,1916,18-02-2023,Pending,459.39
126,3262,13-05-2023,Completed,545.57
127,9039,30-04-2023,Completed,984.72
128,751,10-05-2023,Completed,743.25
129,8136,02-03-2023,Pending,397.52
130,6886,23-10-2023,Completed,590.64
131,907,12-10-2023,Completed,706.53
132,2674,20-04-2023,Cancelled,702.61
133,87,03-02-2023,Completed,62.09
134,573,31-12-2023,Pending,604.61
135,3127,27-06-2023,Completed,245.78
136,2513,24-05-2023,Pending,47.79
137,8781,24-03-2023,Completed,766.11
138,9714,05-09-2023,Completed,830.97
139,1793,12-10-2023,Cancelled,605.05
140,244,04-02-2023,Cancelled,656.38
141,3483,01-09-2023,Cancelled,865.23
142,641,24-08-2023,Pending,293.08
143,9118,27-06-2023,Pending,883.68
144,435,02-10-2023,Cancelled,357.31
145,2873,06-05-2023,Completed,133.93
146,7319,13-08-2023,Pending,780.93
147,8497,07-06-2023,Cancelled,23.13
148,7791,31-01-2023,Completed,577.44
149,6796,06-12-2023,Cancelled,159.01
150,6789,07-02-2023,Pending,216.78
151,8198,01-05-2023,Pending,195.11
152,4802,05-02-2023,Pending,209.41
153,8778,09-12-2023,Pending,912.33
154,1390,10-08-2023,Completed,416.64
155,5879,26-05-2023,Cancelled,734.48
156,4498,01-02-2023,Completed,271.61
157,5433,06-07-2023,Pending,406.36
158,8744,09-04-2023,Completed,108.52
159,1098,14-04-2023,Pending,46.07
160,7598,29-03-2023,Completed,797.55
161,3094,23-04-2023,Cancelled,875.58
162,5543,15-11-2023,Pending,181.89
163,5051,26-05-2023,Cancelled,648.94
164,73,28-10-2023,Pending,974.76
165,8890,19-03-2023,Cancelled,298.78
166,9391,05-05-2023,Completed,832.72
167,1085,21-11-2023,Pending,533.16
168,6960,25-08-2023,Cancelled,973.38
169,281,25-07-2023,Pending,30.03
170,9774,03-08-2023,Cancelled,730.88
171,4850,06-04-2023,Pending,957.49
172,8314,25-10-2023,Pending,502.21
173,4522,12-03-2023,Pending,107.46
174,1525,11-09-2023,Pending,625.81
175,8300,05-11-2023,Cancelled,998.53
176,8440,21-07-2023,Cancelled,873.45
177,5177,15-06-2023,Completed,894.8
178,7663,25-03-2023,Cancelled,660.31
179,9746,10-04-2023,Pending,289.26
180,8851,16-10-2023,Completed,33.25
181,942,14-11-2023,Cancelled,98.58
182,5852,17-08-2023,Pending,60.21
183,3003,13-12-2023,Cancelled,481.41
184,1435,13-12-2023,Pending,133.51
185,838,19-12-2023,Cancelled,204.5
186,4258,27-12-2023,Pending,682.01
187,8867,11-07-2023,Pending,861.67
188,4418,25-02-2023,Pending,251.3
189,6179,09-08-2023,Completed,262.12
190,1191,29-07-2023,Pending,721.45
191,136,25-03-2023,Completed,831.33
192,9690,16-07-2023,Pending,106.18
193,7900,19-12-2023,Pending,948.92
194,1947,17-08-2023,Pending,448.85
195,5107,31-10-2023,Pending,899.47
196,3353,27-06-2023,Cancelled,525.54
197,5636,26-03-2023,Pending,861.12
198,9971,08-07-2023,Pending,350.02
199,9734,14-12-2023,Cancelled,100.69
200,2952,09-02-2023,Pending,102.86
201,4348,23-05-2023,Completed,148.14
202,4605,30-10-2023,Completed,690.49
203,7238,12-02-2023,Cancelled,67.89
204,7385,17-11-2023,Cancelled,500.92
205,1576,06-04-2023,Cancelled,517.23
206,998,20-05-2023,Cancelled,870.62
207,2463,17-03-2023,Pending,219.7
208,2934,15-06-2023,Pending,282.85
209,9462,02-06-2023,Completed,419.97
210,8908,11-08-2023,Pending,915.74
211,8526,17-03-2023,Cancelled,529.78
212,3274,22-05-2023,Pending,892.35
213,7776,16-09-2023,Completed,53.21
214,627,26-12-2023,Completed,275.28
215,7602,03-08-2023,Cancelled,205.86
216,9730,01-01-2024,Completed,154.92
217,7980,03-03-2023,Cancelled,506.77
218,4680,15-08-2023,Pending,918.07
219,2233,03-12-2023,Completed,532.62
220,3405,01-01-2024,Cancelled,570.52
221,4241,29-07-2023,Cancelled,551.86
222,2398,19-10-2023,Completed,459.28
223,8207,12-07-2023,Pending,39.02
224,7755,08-02-2023,Pending,52.82
225,8661,02-06-2023,Completed,761.93
226,5101,07-10-2023,Cancelled,973.75
227,5167,23-11-2023,Pending,815.42
228,4177,13-10-2023,Cancelled,468.34
229,621,06-09-2023,Completed,636.39
230,8777,31-10-2023,Cancelled,208.82
231,6433,18-10-2023,Pending,79.44
232,7334,21-04-2023,Cancelled,602.61
233,5553,03-09-2023,Cancelled,161.35
234,3842,30-06-2023,Completed,736.88
235,4295,04-11-2023,Completed,508.69
236,3647,01-03-2023,Pending,989.13
237,6659,16-08-2023,Cancelled,393.73
238,80,18-12-2023,Cancelled,994.23
239,8300,15-06-2023,Cancelled,748.92
240,3870,29-07-2023,Pending,622.71
241,9847,27-11-2023,Completed,903.84
242,2036,03-08-2023,Cancelled,713.05
243,9747,15-09-2023,Cancelled,928.39
244,6048,03-01-2023,Completed,367.64
245,4229,12-01-2023,Pending,563.2
246,3469,08-08-2023,Pending,180.27
247,8350,25-12-2023,Pending,114.55
248,2636,21-03-2023,Pending,349.69
249,3904,12-08-2023,Completed,173.97
250,1630,03-03-2023,Completed,509.3
251,9838,02-11-2023,Completed,128.19
252,1528,27-01-2023,Cancelled,941.06
253,1387,15-04-2023,Completed,443.93
254,3472,01-10-2023,Cancelled,217.37
255,3340,13-07-2023,Completed,481.76
256,2658,04-05-2023,Pending,886.99
257,5809,25-06-2023,Pending,780.55
258,1073,25-10-2023,Cancelled,610.67
259,8361,25-07-2023,Pending,797.39
260,2047,21-12-2023,Completed,992.75
261,2274,14-06-2023,Completed,27.1
262,434,06-03-2023,Completed,505.43
263,1682,23-10-2023,Pending,901.04
264,1505,24-04-2023,Completed,359.99
265,8553,30-10-2023,Cancelled,607.36
266,8598,11-02-2023,Pending,336.16
267,5724,29-04-2023,Completed,948.1
268,6851,20-02-2023,Completed,361.03
269,3852,09-06-2023,Completed,974.99
270,4051,25-01-2023,Pending,434.96
271,7372,22-01-2023,Cancelled,864.89
272,1709,20-08-2023,Cancelled,829.38
273,5493,23-11-2023,Pending,244.74
274,8178,02-12-2023,Pending,100.87
275,9894,15-03-2023,Cancelled,649.9
276,1639,12-10-2023,Pending,936.48
277,1042,10-09-2023,Pending,858.9
278,3292,04-07-2023,Cancelled,899.1
279,7209,15-02-2023,Pending,575.48
280,3685,11-07-2023,Pending,85.57
281,2520,26-11-2023,Completed,344.63
282,3362,01-10-2023,Pending,276.21
283,5623,04-02-2023,Pending,332.55
284,2977,30-07-2023,Pending,581.32
285,1041,24-12-2023,Completed,598.67
286,164,02-03-2023,Completed,657.97
287,7976,17-01-2023,Pending,623.81
288,573,19-02-2023,Completed,227.66
289,1472,27-06-2023,Pending,290.99
290,6566,15-02-2023,Pending,397.83
291,667,18-12-2023,Pending,69.5
292,1687,15-06-2023,Completed,580.62
293,8143,16-06-2023,Pending,645.77
294,2256,23-11-2023,Cancelled,213.66
295,7356,18-08-2023,Cancelled,323.93
296,2468,21-06-2023,Completed,877.12
297,5249,04-03-2023,Pending,226.76
298,7327,21-11-2023,Cancelled,920.62
299,575,22-09-2023,Pending,676.62
300,3781,30-01-2023,Cancelled,340.23
301,5671,03-08-2023,Completed,875.29
302,1149,19-08-2023,Completed,749.2
303,18,12-10-2023,Cancelled,846.93
304,2687,05-11-2023,Cancelled,925.6
305,782,27-07-2023,Completed,391.29
306,2552,04-05-2023,Completed,851.67
307,8432,15-06-2023,Completed,401.23
308,4244,16-06-2023,Pending,255.01
309,6528,10-09-2023,Cancelled,830.33
310,2556,19-09-2023,Completed,353.22
311,8853,17-03-2023,Cancelled,810.14
312,3225,24-01-2023,Pending,780.9
313,8323,27-06-2023,Completed,188.39
314,2926,25-11-2023,Completed,879.73
315,7898,28-09-2023,Pending,880.7
316,1609,29-06-2023,Pending,514.44
317,1461,17-01-2023,Completed,323.95
318,2566,10-11-2023,Pending,59.14
319,4302,07-02-2023,Pending,514.37
320,1058,01-02-2023,Pending,663.58
321,640,26-05-2023,Pending,285.56
322,2222,24-02-2023,Completed,486.01
323,2981,15-11-2023,Completed,131.56
324,5196,29-12-2023,Pending,74.48
325,1844,19-11-2023,Pending,839.89
326,4231,04-07-2023,Pending,900.98
327,8987,25-09-2023,Cancelled,256.15
328,4334,09-10-2023,Completed,463.36
329,2772,27-03-2023,Completed,261.74
330,6063,19-05-2023,Completed,298.62
331,6561,17-09-2023,Cancelled,278.21
332,8335,22-04-2023,Completed,917.3
333,8327,21-11-2023,Pending,775.67
334,2267,14-11-2023,Cancelled,473.67
335,6172,07-08-2023,Pending,315.8
336,9615,22-03-2023,Completed,760.54
337,8392,30-09-2023,Completed,279.62
338,5497,22-03-2023,Cancelled,750.25
339,1554,21-02-2023,Cancelled,459.3
340,4795,18-08-2023,Pending,928.48
341,6354,07-11-2023,Pending,130.13
342,7307,11-12-2023,Pending,626.58
343,3550,18-06-2023,Cancelled,704.84
344,7355,30-12-2023,Pending,720.9
345,3788,17-12-2023,Completed,645.33
346,7411,19-07-2023,Cancelled,890.48
347,9890,28-10-2023,Completed,143.2
348,4542,09-11-2023,Pending,481.9
349,2055,02-07-2023,Cancelled,752.83
350,8404,15-03-2023,Completed,252.76
351,976,17-03-2023,Cancelled,547.69
352,1700,26-04-2023,Pending,573.47
353,8641,29-09-2023,Completed,835.57
354,639,29-08-2023,Cancelled,552.95
355,911,30-01-2023,Cancelled,718.57
356,9982,14-12-2023,Completed,348.63
357,78,03-11-2023,Cancelled,530.07
358,9992,14-04-2023,Pending,964.25
359,3354,22-07-2023,Pending,932.38
360,2315,15-12-2023,Cancelled,30.99
361,5882,02-06-2023,Pending,796.47
362,9744,21-12-2023,Cancelled,278.12
363,9080,31-12-2023,Completed,414.63
364,1421,14-11-2023,Cancelled,849.54
365,5568,22-05-2023,Pending,826.89
366,7741,26-11-2023,Cancelled,526.91
367,3434,07-08-2023,Pending,79.8
368,4277,22-12-2023,Pending,391.66
369,728,25-09-2023,Pending,152.36
370,490,10-12-2023,Completed,135.17
371,7587,15-10-2023,Cancelled,647.7
372,7075,28-12-2023,Pending,374.66
373,7459,03-05-2023,Pending,793.08
374,5812,27-05-2023,Cancelled,818.62
375,7254,20-09-2023,Completed,882.42
376,9958,19-04-2023,Completed,30.33
377,5322,04-08-2023,Pending,306.63
378,9377,05-04-2023,Pending,753.14
379,4140,22-11-2023,Cancelled,217.79
380,7383,16-01-2023,Completed,910.33
381,1977,27-08-2023,Cancelled,212.62
382,674,13-03-2023,Completed,398.08
383,6565,05-07-2023,Completed,281.01
384,775,28-10-2023,Completed,651.78
385,7297,21-09-2023,Cancelled,996.42
386,9145,16-07-2023,Cancelled,706.64
387,1203,19-12-2023,Pending,185.37
388,2633,15-03-2023,Cancelled,109.77
389,3914,12-07-2023,Completed,273.83
390,5828,07-03-2023,Pending,961.01
391,701,18-12-2023,Cancelled,359.26
392,4721,10-10-2023,Pending,673.7
393,2370,14-02-2023,Completed,69.56
394,4789,27-01-2023,Completed,186.4
395,2636,03-12-2023,Completed,517.47
396,7308,12-12-2023,Completed,58.08
397,6013,16-06-2023,Pending,452.8
398,9749,13-01-2023,Completed,55.53
399,8520,01-01-2023,Completed,514.66
400,2813,13-08-2023,Cancelled,193.51
401,8961,03-11-2023,Cancelled,444.72
402,7603,09-03-2023,Completed,932.78
403,1127,25-09-2023,Completed,308.76
404,505,16-03-2023,Cancelled,36.05
405,9647,24-12-2023,Cancelled,992.02
406,7568,27-12-2023,Completed,330.12
407,6581,17-10-2023,Completed,632.29
408,2112,18-12-2023,Cancelled,515.76
409,7376,19-11-2023,Cancelled,567.61
410,521,15-06-2023,Cancelled,714.77
411,3541,09-12-2023,Pending,856.04
412,2461,12-04-2023,Completed,194.42
413,9816,31-07-2023,Pending,161.67
414,7981,24-05-2023,Completed,460.46
415,2030,13-07-2023,Completed,347.22
416,4715,08-08-2023,Cancelled,841.26
417,9005,27-08-2023,Cancelled,356.91
418,4690,24-06-2023,Completed,946.28
419,2372,11-07-2023,Cancelled,393.47
420,9352,01-08-2023,Pending,207.34
421,8025,06-12-2023,Completed,35.12
422,1142,25-06-2023,Cancelled,988.13
423,7003,04-02-2023,Pending,892.05
424,7136,17-03-2023,Cancelled,483.23
425,6550,30-10-2023,Completed,505
426,8004,14-09-2023,Completed,451.33
427,7342,16-06-2023,Completed,205.76
428,5543,12-04-2023,Pending,50.93
429,9833,14-03-2023,Pending,34.75
430,3968,24-01-2023,Pending,496.4
431,8827,05-04-2023,Cancelled,401.72
432,5806,22-05-2023,Completed,642.72
433,4988,22-09-2023,Pending,821.44
434,7972,18-08-2023,Cancelled,69.71
435,5465,10-06-2023,Completed,536.22
436,99,03-09-2023,Cancelled,287.86
437,8801,17-09-2023,Cancelled,266.68
438,988,05-02-2023,Pending,453.53
439,9023,21-10-2023,Pending,567.87
440,5653,20-07-2023,Completed,306.74
441,9353,15-01-2023,Pending,707.17
442,3099,28-02-2023,Cancelled,981.35
443,8556,19-02-2023,Cancelled,698
444,6820,22-12-2023,Completed,925.77
445,1251,15-01-2023,Completed,104.26
446,4216,25-11-2023,Completed,71.07
447,7221,08-08-2023,Pending,571.47
448,3628,11-12-2023,Cancelled,162.8
449,1115,04-08-2023,Cancelled,475.03
450,9155,16-02-2023,Completed,658.76
451,9442,22-09-2023,Cancelled,979.91
452,4556,07-04-2023,Completed,430.53
453,6301,26-10-2023,Completed,601.43
454,2772,12-05-2023,Cancelled,478.31
455,5154,12-10-2023,Pending,902.87
456,4666,23-04-2023,Completed,199.91
457,7347,12-02-2023,Cancelled,816.44
458,4707,19-03-2023,Completed,188.91
459,8641,14-01-2023,Cancelled,626.47
460,1811,08-02-2023,Completed,374.43
461,2343,10-06-2023,Cancelled,188.42
462,535,09-01-2023,Pending,316.81
463,5185,17-11-2023,Completed,886.33
464,2235,28-01-2023,Pending,248.89
465,9073,11-07-2023,Completed,863.28
466,8908,11-08-2023,Cancelled,133.9
467,4366,27-02-2023,Completed,71.84
468,8687,05-02-2023,Cancelled,215.51
469,8978,01-01-2024,Completed,375.73
470,4243,07-12-2023,Completed,961.53
471,9007,07-03-2023,Cancelled,879.73
472,5242,04-07-2023,Pending,672.97
473,4146,26-03-2023,Completed,767.55
474,1398,24-08-2023,Pending,149.77
475,6404,29-07-2023,Completed,691.46
476,3862,21-05-2023,Completed,24.67
477,7973,21-05-2023,Pending,973.9
478,7955,06-11-2023,Cancelled,954.98
479,9264,29-05-2023,Cancelled,476.04
480,5443,21-06-2023,Completed,135.72
481,3939,04-09-2023,Pending,970.08
482,3688,31-07-2023,Cancelled,30.56
483,2082,08-01-2023,Cancelled,299.13
484,7069,18-12-2023,Completed,320.69
485,7,19-01-2023,Pending,334.35
486,2109,08-05-2023,Cancelled,168.14
487,443,09-01-2023,Pending,677.78
488,8978,01-12-2023,Completed,294.07
489,5386,07-09-2023,Pending,129.88
490,2693,16-09-2023,Completed,593.83
491,7798,19-09-2023,Pending,265.85
492,3565,14-11-2023,Completed,622.55
493,7745,12-06-2023,Cancelled,278.38
494,7141,25-01-2023,Completed,666.99
495,4540,22-02-2023,Pending,231.48
496,7029,06-05-2023,Cancelled,980.43
497,2671,17-07-2023,Cancelled,366.31
498,9838,20-09-2023,Cancelled,688.09
499,6660,03-03-2023,Completed,889.59
500,5770,11-04-2023,Completed,531.77
501,7578,20-07-2023,Completed,957.93
502,3246,15-11-2023,Cancelled,98.45
503,7414,11-04-2023,Cancelled,92.62
504,1149,13-08-2023,Cancelled,841.34
505,792,04-05-2023,Cancelled,403.5
506,8311,10-01-2023,Cancelled,608.87
507,7194,01-01-2024,Completed,404.09
508,4820,03-07-2023,Cancelled,431.28
509,639,19-08-2023,Completed,93.29
510,6956,27-08-2023,Pending,481.99
511,5932,04-02-2023,Cancelled,173.14
512,9558,24-05-2023,Cancelled,79.67
513,3588,04-04-2023,Completed,478.38
514,6628,21-08-2023,Completed,488.36
515,4247,01-07-2023,Cancelled,799.11
516,9944,10-08-2023,Completed,327.31
517,3315,07-03-2023,Completed,899.29
518,4509,09-09-2023,Completed,558.48
519,6532,08-01-2023,Completed,43.04
520,218,02-08-2023,Pending,413.18
521,7345,13-05-2023,Pending,438.05
522,5235,10-09-2023,Completed,337.29
523,3992,29-07-2023,Completed,910.31
524,9789,31-12-2023,Completed,468.4
525,6927,13-05-2023,Cancelled,834.03
526,9452,14-02-2023,Pending,941.36
527,8225,26-05-2023,Cancelled,683.02
528,2258,05-02-2023,Completed,291.1
529,7244,12-09-2023,Completed,162.31
530,921,15-02-2023,Cancelled,613.16
531,2991,07-05-2023,Completed,405.78
532,6830,06-11-2023,Cancelled,264.57
533,1281,08-06-2023,Cancelled,919.14
534,9075,10-01-2023,Cancelled,846.2
535,6907,06-09-2023,Completed,375.26
536,3499,06-02-2023,Pending,721.03
537,5318,31-01-2023,Pending,959.1
538,1667,24-12-2023,Pending,856.4
539,6652,09-02-2023,Pending,214.54
540,7552,15-01-2023,Pending,401.15
541,4990,23-07-2023,Pending,873.2
542,9693,16-11-2023,Completed,253.37
543,3605,24-03-2023,Completed,632.41
544,1736,26-02-2023,Cancelled,552
545,9963,22-06-2023,Pending,275.82
546,7075,13-03-2023,Completed,657.83
547,3300,19-10-2023,Pending,225.08
548,1239,25-07-2023,Cancelled,706.25
549,1263,23-03-2023,Cancelled,40.63
550,7996,09-05-2023,Completed,490.1
551,4502,19-10-2023,Cancelled,164.14
552,8601,23-02-2023,Completed,737.9
553,9754,08-04-2023,Cancelled,535.48
554,7638,15-06-2023,Completed,703.18
555,5986,06-03-2023,Cancelled,586.97
556,3144,03-03-2023,Completed,323.27
557,9052,23-02-2023,Pending,635.73
558,7136,13-12-2023,Cancelled,144.22
559,5982,15-09-2023,Completed,228.76
560,853,06-09-2023,Completed,353.58
561,6459,09-10-2023,Completed,591.02
562,3444,24-06-2023,Pending,635.92
563,3238,23-01-2023,Cancelled,120.64
564,4112,03-05-2023,Completed,550.14
565,351,08-10-2023,Cancelled,943.22
566,1333,27-07-2023,Completed,401.63
567,8487,05-06-2023,Completed,285.06
568,7459,21-09-2023,Completed,667.69
569,6368,19-01-2023,Cancelled,212.81
570,2921,20-07-2023,Cancelled,756.92
571,3924,01-09-2023,Completed,989.46
572,7591,27-07-2023,Cancelled,128.31
573,8098,18-10-2023,Cancelled,923.3
574,3093,16-02-2023,Completed,391.66
575,7337,06-04-2023,Pending,536.97
576,9083,20-10-2023,Pending,487.96
577,1963,28-03-2023,Pending,181.05
578,5750,15-11-2023,Completed,655.68
579,7189,04-05-2023,Cancelled,907.91
580,8546,28-06-2023,Pending,433.19
581,357,14-02-2023,Completed,530.17
582,9555,05-05-2023,Pending,844.28
583,1661,15-01-2023,Pending,143.41
584,9903,12-11-2023,Completed,955.45
585,8472,10-11-2023,Cancelled,169.6
586,3102,06-02-2023,Cancelled,614.68
587,9619,09-02-2023,Cancelled,967.1
588,4257,27-05-2023,Cancelled,825.22
589,1851,11-02-2023,Pending,488.26
590,6804,29-07-2023,Completed,62.11
591,7806,14-04-2023,Pending,860.17
592,9371,30-12-2023,Completed,124.41
593,6649,04-06-2023,Pending,980.75
594,3206,14-08-2023,Cancelled,389.03
595,4730,13-09-2023,Pending,755.25
596,2465,25-01-2023,Completed,91.33
597,374,23-07-2023,Pending,706.93
598,8409,16-05-2023,Cancelled,729.73
599,2658,26-07-2023,Pending,335.08
600,245,29-04-2023,Pending,136.08
601,6272,21-12-2023,Cancelled,250.42
602,7384,25-05-2023,Cancelled,427.91
603,483,13-10-2023,Pending,718.21
604,1694,23-07-2023,Pending,416.21
605,6186,12-07-2023,Cancelled,125.95
606,6568,28-02-2023,Cancelled,969.26
607,9728,14-02-2023,Cancelled,417.73
608,3524,03-09-2023,Completed,491.98
609,128,07-01-2023,Pending,126.45
610,2627,22-09-2023,Pending,341.15
611,4884,14-02-2023,Pending,767.36
612,2761,27-07-2023,Cancelled,800.54
613,1351,03-04-2023,Completed,935.51
614,7895,22-06-2023,Cancelled,538.36
615,8596,09-07-2023,Completed,846.53
616,6481,04-04-2023,Pending,390.87
617,635,26-12-2023,Cancelled,88.4
618,6656,23-10-2023,Completed,659.41
619,7637,02-04-2023,Completed,699.27
620,9886,10-03-2023,Pending,217.9
621,3117,23-06-2023,Completed,807.61
622,850,10-06-2023,Completed,423.69
623,3088,31-10-2023,Cancelled,226.88
624,2636,18-10-2023,Completed,886.54
625,9268,21-07-2023,Cancelled,276.43
626,9218,21-08-2023,Completed,783.11
627,8518,15-08-2023,Completed,551.23
628,4472,14-06-2023,Completed,796.61
629,1827,15-11-2023,Pending,966.9
630,4510,11-12-2023,Completed,860.91
631,3300,08-02-2023,Completed,495.14
632,5327,26-07-2023,Completed,807.7
633,1304,28-11-2023,Pending,748.17
634,6416,07-12-2023,Cancelled,369.09
635,2338,27-09-2023,Completed,793.25
636,5042,30-07-2023,Completed,667.17
637,2654,26-04-2023,Cancelled,232.04
638,2915,07-11-2023,Pending,522.25
639,8979,31-03-2023,Pending,191.88
640,1335,08-05-2023,Pending,759.43
641,1289,04-06-2023,Pending,394.22
642,9163,21-11-2023,Pending,802.49
643,6627,11-04-2023,Cancelled,782.04
644,5416,02-07-2023,Cancelled,601.59
645,5402,04-10-2023,Completed,879.32
646,1366,29-01-2023,Pending,150.14
647,4931,09-11-2023,Cancelled,956.94
648,3765,15-07-2023,Completed,894.57
649,9472,16-09-2023,Pending,367.47
650,6080,29-12-2023,Cancelled,243.21
651,7633,04-08-2023,Completed,631.1
652,3791,26-08-2023,Cancelled,631.43
653,7268,09-01-2023,Pending,435.07
654,3777,29-12-2023,Cancelled,640.09
655,597,18-12-2023,Completed,891.04
656,6094,11-02-2023,Pending,725.91
657,7830,23-03-2023,Completed,955.57
658,9286,01-08-2023,Pending,967.73
659,7809,01-02-2023,Pending,188.1
660,1260,06-04-2023,Pending,458.44
661,5952,19-06-2023,Completed,78.05
662,7964,02-08-2023,Completed,114.4
663,2729,13-03-2023,Cancelled,229.15
664,7594,31-10-2023,Completed,442.94
665,6857,11-03-2023,Pending,972.4
666,2895,14-02-2023,Completed,28.52
667,4642,14-08-2023,Cancelled,908.52
668,6087,17-12-2023,Pending,686.19
669,6112,10-04-2023,Completed,803.13
670,7378,26-08-2023,Pending,566.89
671,7487,18-12-2023,Cancelled,365.12
672,9319,18-04-2023,Completed,411.3
673,6931,24-03-2023,Completed,325.89
674,909,06-06-2023,Pending,884.23
675,2620,25-06-2023,Completed,886.25
676,9640,10-05-2023,Completed,580.27
677,153,28-05-2023,Completed,245.9
678,5957,02-06-2023,Pending,599.05
679,4360,21-11-2023,Cancelled,587.42
680,1415,20-10-2023,Pending,214.17
